OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape,DISCOVERY_DATE_CONVERTED,CONT_DATE_CONVERTED
2744,201108849,W-619087,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office,,,F2UG,LAST CHANCE,NM-LNF-000009,Last Chance,NM3223310475220110424,LASTCHANCE,,2011,114,0933,4.0,Campfire,138,1800,53342.0,G,32.2325,-104.7522,5.0,USFS,NM,Eddy,015,Eddy,Point,2011-04-24,2011-05-18
2745,201108864,W-621829,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office,,,F3M1,RAGING BULL,NM-N5S-289,RAGING BULL,NM3294610352520110509,RAGINGBULL,,2011,129,1100,13.0,Missing/Undefined,131,1700,7516.0,G,32.8586,-103.75,7.0,STATE,NM,Eddy,015,Eddy,Point,2011-05-09,2011-05-11
2746,201108865,W-626187,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office,,,F3M6,MAYHILL,NM-N5S-00290,MAYHILL,NM3287010548020110509,MAYHILL,,2011,129,1341,11.0,Powerline,149,1630,31861.0,G,32.895,-105.4892,5.0,USFS,NM,,,,Point,2011-05-09,2011-05-29
2747,201108886,W-621515,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office,,,F4LW,SERPENTINE,NM-N5S-000374,Serpentine,NM3219910458420110605,SERPENTINE,,2011,156,0737,1.0,Lightning,163,1800,8157.0,G,32.1994,-104.5836,7.0,STATE,NM,Eddy,015,Eddy,Point,2011-06-05,2011-06-12
2748,201108892,W-621539,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office,,,F4T1,WIR1,NM-N5S-385,WIR1,NM3271410338420110609,WIR1,,2011,160,1440,13.0,Missing/Undefined,160,2100,8920.0,G,32.7136,-103.3839,7.0,STATE,NM,Eddy,015,Eddy,Point,2011-06-09,2011-06-09
2749,201108949,W-626231,FED,DOI-WFMI,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office,,,F9RF,TOMS CANYON,NM-CAD-000100,Tom's Canyon,NM3234910450720110807,TOM'SCANYON,,2011,219,1819,1.0,Lightning,238,0900,7528.0,G,32.3494,-104.5067,1.0,BLM,NM,Eddy,015,Eddy,Point,2011-08-07,2011-08-26
2750,201109049,W-619314,FED,DOI-WFMI,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office,,,F2D0,CENTENNIAL,NM-LCD-000279,CENTENNIAL,NM3235010584620110411,CENTENNIAL,,2011,101,1300,7.0,Arson,103,1900,5181.0,G,32.3481,-105.8464,1.0,BLM,NM,Otero,035,Otero,Point,2011-04-11,2011-04-13
2751,201109091,W-618991,FED,DOI-WFMI,BLM,USNMROD,Roswell Field Office,NMROD,Roswell Field Office,,,F0X8,ENTERPRISE,NM-N5S-133,ENTERPRISE,NM3307510377520110227,ENTERPRISE,,2011,58,1440,13.0,Missing/Undefined,59,1600,64936.0,G,33.0522,-103.8006,8.0,PRIVATE,NM,Chaves,005,Chaves,Point,2011-02-27,2011-02-28
2752,201109109,W-621446,FED,DOI-WFMI,BLM,USNMROD,Roswell Field Office,NMROD,Roswell Field Office,,,F3HD,CROOKEDCREEK COMPLEX,NM-ROD-000011,CROOKED CREEK ,NM3305810489320110506,CROOKEDCREEK,CROOKED CREEK COMPLEX,2011,126,1324,1.0,Lightning,137,1200,18199.0,G,33.0481,-104.8883,1.0,BLM,NM,Chaves,005,Chaves,Point,2011-05-06,2011-05-17
2753,201109153,W-626183,FED,DOI-WFMI,BLM,USNMROD,Roswell Field Office,NMROD,Roswell Field Office,,,F85Q,LINCOLNCANYON COMPLX,NM-N5S-000100,Lincoln Canyon ,NM3307110526320110802,LINCOLNCANYONCOMPLX,LINCOLN COMPLEX,2011,214,2340,1.0,Lightning,220,1800,9428.0,G,33.0714,-105.2633,8.0,PRIVATE,NM,Chaves,005,Chaves,Point,2011-08-02,2011-08-08
2754,201109160,W-627835,FED,DOI-WFMI,BLM,USNMROD,Roswell Field Office,NMROD,Roswell Field Office,,,F9RG,BATON ROUGE COMPLEX,NM-ROD-000037,Baton Rouge Complex,NM3322210500120110807,BATONROUGECOMPLEX,BATON ROUGE COMPLEX,2011,219,1424,1.0,Lightning,232,0600,35165.0,G,33.2217,-105.0014,1.0,BLM,NM,Chaves,005,Chaves,Point,2011-08-07,2011-08-20
2755,201109165,W-626233,FED,DOI-WFMI,BLM,USNMROD,Roswell Field Office,NMROD,Roswell Field Office,,,GA6D,CROOKED COMPLEX,NM-ROD-000042,Crooked Complex,NM3313310507720110818,CROOKEDCOMPLEX,CROOKED COMPLEX,2011,230,1452,1.0,Lightning,241,1800,7017.0,G,33.1325,-105.0767,1.0,BLM,NM,Chaves,005,Chaves,Point,2011-08-18,2011-08-29
2756,201109501,W-624586,FED,DOI-WFMI,BLM,USNVEKD,Elko District Office,NVEKD,Elko Field Office,,,F9CK,SUSIE,NV-EKD-000894,Susie,NV4082511600720110804,SUSIE,,2011,216,1212,1.0,Lightning,219,0700,6641.3,G,40.825,-116.0075,1.0,BLM,NV,Elko,007,Elko,Point,2011-08-04,2011-08-07
2757,201109590,W-629696,FED,DOI-WFMI,BLM,USNVEKD,Elko District Office,NVEKD,Elko Field Office,,,GHQ4,IZZENHOOD,NV-EKD-001341,Izzenhood,NV4104711697720110930,IZZENHOOD,,2011,273,2023,1.0,Lightning,290,2000,42156.7,G,41.0469,-116.9767,1.0,BLM,NV,Elko,007,Elko,Point,2011-09-30,2011-10-17
2758,201109591,W-629688,FED,DOI-WFMI,BLM,USNVEKD,Elko District Office,NVEKD,Elko Field Office,,,GHQ6,INDIAN CREEK,NV-NNS-001336,Indian Creek,NV4094911623520110930,INDIANCREEK,,2011,273,1848,1.0,Lightning,285,2000,110826.7,G,40.9486,-116.2353,8.0,PRIVATE,NV,Elko,007,Elko,Point,2011-09-30,2011-10-12
2759,201109593,W-629690,FED,DOI-WFMI,BLM,USNVEKD,Elko District Office,NVEKD,Elko Field Office,,,GHQ9,CHUKKAR CANYON,NV-EKD-001337,Chukkar Canyon,NV4078711636620110930,CHUKKARCANYON,,2011,273,1856,1.0,Lightning,290,2000,48671.9,G,40.7872,-116.3664,1.0,BLM,NV,Elko,007,Elko,Point,2011-09-30,2011-10-17
2760,201109760,W-627353,FED,DOI-WFMI,BLM,USNVELD,Ely District Office,NVELD,Ely Field Office,,,GDH5,VIGO,NV-ELD-0214,VIGO,NV3719411461620110829,VIGO,,2011,241,1115,13.0,Missing/Undefined,253,1800,12087.0,G,37.1936,-114.6144,1.0,BLM,NV,,,,Point,2011-08-29,2011-09-10
2761,201109959,W-621114,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca Field Office,,,F53J,NIXON,NV-WID-000135,Nixon,NV3975511921920110702,NIXON,,2011,183,1207,13.0,Missing/Undefined,185,1700,11195.3,G,39.75481,-119.21881,8.0,PRIVATE,NV,Washoe,031,Washoe,Point,2011-07-02,2011-07-04
2762,201110012,W-624330,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca Field Office,,,F9MF,LAST CHANCE,NV-WID-100242,Last Chance,NV4061311862120110806,LASTCHANCE,,2011,218,1529,9.0,Miscellaneous,220,1800,21565.4,G,40.6128,-118.6208,1.0,BLM,NV,Pershing,027,Pershing,Point,2011-08-06,2011-08-08
2763,201110014,W-624327,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca Field Office,,,F9NV,SPRING CREEK,NV-WID-100246,Spring Creek,NV4149211725420110807,SPRINGCREEK,,2011,219,0213,1.0,Lightning,223,0800,6074.8,G,41.4917,-117.2542,1.0,BLM,NV,Humboldt,013,Humboldt,Point,2011-08-07,2011-08-11
2764,201110081,W-629912,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca Field Office,,,GHP4,HOT SPRINGS,NV-WID-376,Hot Springs,NV4121211745020110930,HOTSPRINGS,,2011,273,1843,1.0,Lightning,278,1800,33793.8,G,41.2119,-117.4497,1.0,BLM,NV,Humboldt,013,Humboldt,Point,2011-09-30,2011-10-05
2765,201110082,W-629910,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca Field Office,,,GHP9,EDEN VALLEY,NV-WID-372,Eden Valley,NV4109711741020110930,EDENVALLEY,,2011,273,1747,1.0,Lightning,277,1155,34484.7,G,41.0967,-117.41,1.0,BLM,NV,Humboldt,013,Humboldt,Point,2011-09-30,2011-10-04
2766,201110085,W-629916,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca Field Office,,,GHQ7,CHINA GARDEN,NV-WID-385,China Garden,NV4113811772720110930,CHINAGARDEN,,2011,273,1955,1.0,Lightning,277,1500,18617.6,G,41.135,-117.7267,1.0,BLM,NV,Humboldt,013,Humboldt,Point,2011-09-30,2011-10-04
2767,201110088,W-629919,FED,DOI-WFMI,BLM,USNVWID,Winnemucca District Office,NVWID,Winnemucca Field Office,,,GHT7,BIG ANTELOPE,NV-WID-000393,Big Antelope,NV4129511728720111001,BIGANTELOPE,,2011,274,1125,1.0,Lightning,278,1800,11606.0,G,41.2944,-117.2903,1.0,BLM,NV,Humboldt,013,Humboldt,Point,2011-10-01,2011-10-05
2768,201110135,W-631072,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,GB9N,DSL COMPLEX,OR-BUD-10167,DSL Complex,OR4309711823520110724,DSLCOMPLEX,DSL COMPLEX,2011,237,0748,1.0,Lightning,258,0800,6534.0,G,43.097,-118.235397,7.0,STATE,OR,Harney,025,Harney,Point,2011-08-25,2011-09-15
2769,201110160,W-630593,FED,DOI-WFMI,BLM,USORBUD,Burns District,ORBUD,Burns District,,,GHV5,CATLOW,OR-BUD-10240,Catlow,OR4255711905020111001,CATLOW,,2011,274,1429,1.0,Lightning,275,1700,5249.0,G,42.5572,-119.0503,8.0,PRIVATE,OR,Harney,025,Harney,Point,2011-10-01,2011-10-02
2770,201110193,W-631588,FED,DOI-WFMI,BLM,USORLAD,Lakeview District,ORLAD,Lakeview District,,,GE9V,GARDEN,OR-LAD-110692,GARDEN,OR4347112095920110908,GARDEN,,2011,251,1825,1.0,Lightning,280,1530,6140.0,G,43.4714,-120.9592,1.0,BLM,OR,Lake,037,Lake,Point,2011-09-08,2011-10-07
2771,201110280,W-627580,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,F87F,0312,,,OR4474212096020110801,312,,2011,213,1900,1.0,Lightning,221,1800,9000.0,G,44.74238,-120.95979,8.0,PRIVATE,OR,Jefferson,031,Jefferson,Point,2011-08-01,2011-08-09
2772,201110286,W-629977,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,F9DU,0328 BROWN RD,OR-PRD-000328,BROWN ROAD,OR4530112101720110804,BROWNROAD,,2011,216,1200,9.0,Miscellaneous,227,1400,5618.0,G,45.3,-121.0167,1.0,BLM,OR,Sherman,055,Sherman,Point,2011-08-04,2011-08-15
2773,201110298,W-631359,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,0494,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,236,1814,1.0,Lightning,258,1300,11000.0,G,45.0317,-120.4108,8.0,PRIVATE,OR,Wheeler,069,Wheeler,Point,2011-08-24,2011-09-15
2774,201110300,W-630604,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,HANCOCK COMPLEX,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,236,1900,1.0,Lightning,258,1300,7335.0,G,44.9314,-120.43,1.0,BLM,OR,Wasco,065,Wasco,Point,2011-08-24,2011-09-15
2775,201110301,W-631356,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,0513,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,236,1903,1.0,Lightning,258,1300,8600.0,G,44.8878,-120.4536,1.0,BLM,OR,Wasco,065,Wasco,Point,2011-08-24,2011-09-15
2776,201110302,W-631358,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,0514,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,236,1904,1.0,Lightning,258,1300,5400.0,G,44.8586,-120.4736,1.0,BLM,OR,Wasco,065,Wasco,Point,2011-08-24,2011-09-15
2777,201110307,W-631365,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GB8C,0682,OR-PRD-000511,HANCOCK COMPLEX,OR4493112043020110824,HANCOCKCOMPLEX,HANCOCK COMPLEX,2011,240,2000,1.0,Lightning,258,1300,6430.0,G,45.0183,-120.4717,1.0,BLM,OR,Wheeler,069,Wheeler,Point,2011-08-28,2011-09-15
2778,201110333,W-630594,FED,DOI-WFMI,BLM,USORPRD,Prineville District,ORPRD,Prineville District,,,GE7F,0655 RAZOR BACK EAST,OR-WSA-000108,High Cascades,OR4503712107920110824,0655RAZORBACKEAST,HIGH CASCADES COMPLEX,2011,236,1900,1.0,Lightning,290,1200,51384.0,G,45.0369,-121.0789,2.0,BIA,OR,Wasco,065,Wasco,Point,2011-08-24,2011-10-17
2779,201110414,W-630274,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,F8YN,SAND SPRINGS,OR-VAD-000061,Sand Springs,OR4296711776020110731,SANDSPRINGS,,2011,212,1901,1.0,Lightning,215,1958,6187.0,G,42.966591,-117.75979,1.0,BLM,OR,Malheur,045,Malheur,Point,2011-07-31,2011-08-03
2780,201110424,W-630540,FED,DOI-WFMI,BLM,USORVAD,Vale District,ORVAD,Vale District,,,F9NH,CLARKS BUTTE,OR-VAD-083,Clarks Butte,OR4306511751920110806,CLARKSBUTTE,,2011,218,2115,1.0,Lightning,224,1800,13299.0,G,43.065294,-117.513231,1.0,BLM,OR,Malheur,045,Malheur,Point,2011-08-06,2011-08-12
2781,201110607,W-626521,FED,DOI-WFMI,BLM,USUTCCD,Cedar City Field Office,UTCCD,Cedar City Field Office,,,F9H3,WRANGLER,UT-CCD-110513,Wrangler,UT3811111315820110805,WRANGLER,,2011,217,1600,1.0,Lightning,225,1445,8455.0,G,38.1108,-113.1581,1.0,BLM,UT,Iron,021,Iron,Point,2011-08-05,2011-08-13
2782,201111145,W-622296,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,F7LK,LAKESIDE,UT-SLD-0213,Lakeside,UT4083411277420110716,LAKESIDE,,2011,197,1231,9.0,Miscellaneous,201,1904,16267.0,G,40.8339,-112.7739,1.0,BLM,UT,Tooele,045,Tooele,Point,2011-07-16,2011-07-20
2783,201111173,W-625491,FED,DOI-WFMI,BLM,USUTSLD,Salt Lake Field Office,UTSLD,Salt Lake Field Office,,,GA9C,LOCOMOTIVE,UT-SLD-000391,Locomotive,UT4182911286620110820,LOCOMOTIVE,,2011,232,1159,1.0,Lightning,234,1600,5916.0,G,41.8286,-112.8653,1.0,BLM,UT,Box Elder,003,Box Elder,Point,2011-08-20,2011-08-22
2784,201111372,W-631960,FED,DOI-WFMI,BLM,USWYCAD,Casper Field Office,WYCAD,Casper Field Office,,,GBK0,SQUAW MTN,WY-PLX-11247,Squaw Mtn ,WY4195210526420110821,SQUAWMTN,,2011,233,0920,1.0,Lightning,242,1800,14484.0,G,41.95177,-105.26299,8.0,PRIVATE,WY,Platte,031,Platte,Point,2011-08-21,2011-08-30
2785,201111442,W-632617,FED,DOI-WFMI,BLM,USWYNCD,New Castle Field Office,WYNCD,Newcastle Field Office,,,F7P2,WHOOPUP ASSIST,WY-WEX-110436,Whoopup,WY4370110410520110718,WHOOPUP,,2011,199,0228,1.0,Lightning,221,1600,7462.0,G,43.7146,-104.089797,1.0,BLM,WY,Weston,045,Weston,Point,2011-07-18,2011-08-09
2786,201111649,W-620346,FED,DOI-WFMI,NPS,USAZCOP,Coronado National Memorial,AZCOP,Coronado National Memorial,1102,,F4WS,MONUMENT,AZ-COP-001102,MONUMENT,AZ3155211041720110612,MONUMENT,,2011,163,1316,9.0,Miscellaneous,197,1800,30526.0,G,31.3342,-110.2364,3.0,NPS,AZ,,,,Point,2011-06-12,2011-07-16
2787,201111666,W-630062,FED,DOI-WFMI,NPS,USAZGCP,Grand Canyon National Park,AZGCP,Grand Canyon National Park,128,,F9ER,NEW WATER,AZ-GCP-000000000128,New Water,AZ3599011395020110803,NEW WATER,,2011,215,1431,1.0,Lightning,219,1800,9795.0,G,35.9894,-113.9639,8.0,PRIVATE,AZ,,,,Point,2011-08-03,2011-08-07
2788,201111857,W-620207,FED,DOI-WFMI,NPS,USCOMVP,Mesa Verde National Park,COMVP,Mesa Verde National Park,644,,F39V,BEAR,NM-N2S-036,BEAR,NM3700010423620110526,BEAR,,2011,151,0700,1.0,Lightning,156,1200,6000.0,G,36.9986,-104.2592,7.0,STATE,CO,,,,Point,2011-05-31,2011-06-05
2789,201111991,W-622971,FED,DOI-WFMI,NPS,USNMCCP,Carlsbad Caverns National Park,NMCCP,Carlsbad Caverns National Park,1110,,F4YK,LOOP,NM-CCP-001110,LOOP,NM3217510449020110613,LOOP,,2011,164,1419,7.0,Arson,171,1800,30487.0,G,32.1753,-104.4903,3.0,NPS,NM,,,,Point,2011-06-13,2011-06-20
2790,201112027,W-626217,FED,DOI-WFMI,NPS,USNMGIP,Gila Cliff Dwellings National Monument,NMGIP,Gila Cliff Dwellings National Monument,1114,,F22T,MILLER,NM-GNF-000337,Miller,NM3314410836920110428,MILLER,,2011,118,1710,4.0,Campfire,172,1800,88835.0,G,33.14369,-108.36869,5.0,USFS,NM,,,,Point,2011-04-28,2011-06-21
2791,201112092,W-619822,FED,DOI-WFMI,NPS,USTXBTP,Big Thicket National Park,TXBTP,Big Thicket National Preserve,1110,,F2QX,PIPELINE RD FIRE,TX-TXS-011111,Pipeline,TX3053709429520110416,PIPELINE,,2011,106,1308,13.0,Missing/Undefined,117,1800,7091.0,G,30.5325,-94.3028,8.0,PRIVATE,TX,,,,Point,2011-04-16,2011-04-27
2792,201112152,W-618031,FED,DOI-WFMI,NPS,USTXLAP,Lake Meredith National Recreation Area,TXLAP,Lake Meredith National Recreation Area,1012,,D1CZ,SO CLOSE,,,TX3555810141820110227,SOCLOSE,,2011,58,1400,13.0,Missing/Undefined,59,1700,23000.0,G,35.55793,-101.41768,8.0,PRIVATE,TX,,,,Point,2011-02-27,2011-02-28
2793,201112157,W-618990,FED,DOI-WFMI,NPS,USTXLAP,Lake Meredith National Recreation Area,TXLAP,Lake Meredith National Recreation Area,1019,,D1CZ,CRAWFORD RANCH,TX-TXS-011081,Crawford Ranch,TX3563810192620110409,CRAWFORDRANCH,,2011,99,1400,13.0,Missing/Undefined,100,0500,60000.0,G,35.6903,-101.9164,8.0,PRIVATE,TX,,,,Point,2011-04-09,2011-04-10
2794,201112176,W-620700,FED,DOI-WFMI,NPS,USTXLAP,Lake Meredith National Recreation Area,TXLAP,Lake Meredith National Recreation Area,1040,,D1CZ,MASTERSON,TX-TXS-011233,Masterson,TX3559310189120110619,MASTERSON,,2011,170,1230,13.0,Missing/Undefined,170,2100,5000.0,G,35.63377,-101.88262,8.0,PRIVATE,TX,,,,Point,2011-06-19,2011-06-19
2795,201113425,W-619657,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,20,,F2ZF,JARHEAD,FL-BCP-110020,Jarhead,,,,2011,116,1730,1.0,Lightning,140,1900,38131.0,G,25.9728,-81.0714,3.0,NPS,FL,,,,Point,2011-04-26,2011-05-20
2796,201113442,W-625601,FED,DOI-WFMI,NPS,USFLBCP,Big Cypress National Preserve,FLBCP,Big Cypress National Preserve,37,,F4YS,NORTH,FL-BCP-000037,Oil Pad Complex,FL2624308122420110613,MONKEYFARM,OIL PAD COMPLEX,2011,164,1200,1.0,Lightning,176,1900,5878.0,G,26.2425,-81.2236,3.0,NPS,FL,,,,Point,2011-06-13,2011-06-25
2797,201113496,W-628829,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,1159,,F4PT,DOF PRARIE FIRE,FL-FLS-2011-18-0234,PRAIRIE FIRE,FL2580408046920110605,PRAIRIEFIRE,,2011,157,1325,1.0,Lightning,166,1325,68295.0,G,25.8019,-80.4694,7.0,STATE,FL,,,,Point,2011-06-06,2011-06-15
2798,201113511,W-625789,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,1175,,F81B,AFTERNOON FIRE,FL-EVP-110075,Afternoon,FL2573308053320110801,AFTERNOON,,2011,213,1531,1.0,Lightning,220,1200,10423.0,G,25.7333,-80.5333,3.0,NPS,FL,,,,Point,2011-08-01,2011-08-08
2799,201113522,W-627439,FED,DOI-WFMI,NPS,USFLEVP,Everglades National Park,FLEVP,Everglades National Park,1186,,GB29,SHANTY FIRE,FL-EVP-110086,Shanty,,,,2011,235,1500,1.0,Lightning,237,1200,7491.0,G,25.7094,-80.6286,3.0,NPS,FL,,,,Point,2011-08-23,2011-08-25
2800,201120031,FWS-2011WAMNRF9Q0,FED,FWS-FMIS,FWS,USWAMNR,McNary National Wildlife Refuge,WAMNR,MCNARY NATIONAL WILDLIFE REFUGE,,,F9Q0,HATCH GRADE,WA-WFS-202,Vansycle Canyon,WA4603011885720110807,VANSYCLECANYON,,2011,219,1400,9.0,Miscellaneous,225,2345,5000.0,G,46.01111111,-118.81583333,8.0,PRIVATE,WA,,,,Point,2011-08-07,2011-08-13
2801,201120128,FWS-2011TXBFRF47L,FED,FWS-FMIS,FWS,USTXBFR,Buffalo Lake National Wildlife Refuge,TXBFR,BUFFALO LAKE NATIONAL WILDLIFE REFUGE,,,F47L,EAST HEREFORD,,,,,,2011,144,1400,9.0,Miscellaneous,145,1500,5000.0,G,34.90166667,-102.16666667,8.0,PRIVATE,TX,,,,Point,2011-05-24,2011-05-25
2802,201120140,FWS-2011TXSRRFZ6K,FED,FWS-FMIS,FWS,USTXSRR,South Texas Refuge Complex,TXSRR,SOUTH TEXAS REFUGES COMPLEX,,,FZ6K,KING RANCH,,,TX2672909780020110102,KINGRANCH,,2011,2,1400,9.0,Miscellaneous,4,1200,8000.0,G,26.72916667,-97.8,8.0,PRIVATE,TX,,,,Point,2011-01-02,2011-01-04
2803,201120144,FWS-2011OKWMRGD6Q,FED,FWS-FMIS,FWS,USOKWMR,Wichita Mountains National Wildlife Refuge,OKWMR,WICHITA MOUNTAINS WILDLIFE REFUGE,,,GD6Q,FERGUSON,OK-WMR-011088,Ferguson,OK3471109880020110901,FERGUSON,,2011,244,1400,2.0,Equipment Use,252,1200,39907.0,G,34.71111111,-98.61333333,4.0,FWS,OK,,,,Point,2011-09-01,2011-09-09
2804,201120189,FWS-2011AZCBRGDB9,FED,FWS-FMIS,FWS,USAZCBR,Cibola National Wildlife Refuge,AZCBR,CIBOLA NATIONAL WILDLIFE REFUGE,,,GDB9,THREE SLASHES,AZ-CBR-111250,THREE SLASHES,AZ3327111471120110829,THREESLASHES,,2011,241,0200,9.0,Miscellaneous,277,1600,5169.0,G,33.27083333,-114.71083333,4.0,FWS,CA,,,,Point,2011-08-29,2011-10-04
2805,201120229,FWS-2011KSFLRF19K,FED,FWS-FMIS,FWS,USKSFLR,Flint Hills National Wildlife Refuge,KSFLR,FLINT HILLS NATIONAL WILDLIFE REFUGE,,,F19K,V ROAD,,,KS3844309648220110406,VROAD,,2011,96,1530,5.0,Debris Burning,96,2000,5000.0,G,38.44277778,-96.48222222,8.0,PRIVATE,KS,,,,Point,2011-04-06,2011-04-06
2806,201120332,FWS-2011NMBTRF9UB,FED,FWS-FMIS,FWS,USNMBTR,Bitter Lake National Wildlife Refuge,NMBTR,BITTER LAKE NATIONAL WILDLIFE REFUGE,,,F9UB,FLYING H,NM-ROD-000039,Flying H,NM3304910510820110808,FLYINGH,,2011,220,1230,1.0,Lightning,238,1300,6700.0,G,33.04944444,-105.10777778,1.0,BLM,NM,,,,Point,2011-08-08,2011-08-26
2807,201120358,FWS-2011NMBTRF4HE,FED,FWS-FMIS,FWS,USNMBTR,Bitter Lake National Wildlife Refuge,NMBTR,BITTER LAKE NATIONAL WILDLIFE REFUGE,,,F4HE,RIVERSIDE,NM-N5S-000351,RIVERSIDE,NM3342610506820110601,RIVERSIDE,,2011,152,1800,1.0,Lightning,156,1530,5584.0,G,33.39305556,-105.08111111,8.0,PRIVATE,NM,,,,Point,2011-06-01,2011-06-05
2808,201120509,FWS-2011FLLXRF4JR,FED,FWS-FMIS,FWS,USFLLXR,Arthur R. Marshall/Loxahatchee National Wildlife Refuge,FLLXR,ARTHUR R. MARSHALL LOXAHATCHEE NATIONAL WILDLIFE REFUGE,,,F4JR,TRAIL 3,FL-FLS-2011-18-0229,TRAIL 3,FL2693608045920110530,TRAIL3,,2011,154,0900,1.0,Lightning,182,1600,7000.0,G,26.91777778,-80.48333333,7.0,STATE,FL,,,,Point,2011-06-03,2011-07-01
2809,201120518,FWS-2011NCALRF3FT,FED,FWS-FMIS,FWS,USNCALR,Alligator River National Wildlife Refuge,NCALR,ALLIGATOR RIVER NATIONAL WILDLIFE REFUGE,,,F3FT,PAINS BAY FIRE,NC-ALR-111006,Pains Bay,NC3559707580020110505,PAINSBAY,,2011,125,1430,1.0,Lightning,234,1700,45294.0,G,35.597221,-75.800312,4.0,FWS,NC,,,,Point,2011-05-05,2011-08-22
2810,201120680,FWS-2011FLMIRF0ZC,FED,FWS-FMIS,FWS,USFLMIR,Merritt Island National Wildlife Refuge,FLMIR,MERRITT ISLAND NATIONAL WILDLIFE REFUGE,,,F0ZC,IRONHORSE COMMAND,FL-FLS-2011-12-0161,IRON HORSE,FL2874208096620110228,IRONHORSE,,2011,59,0900,9.0,Miscellaneous,79,1700,17000.0,G,28.73472222,-80.96611111,4.0,FWS,FL,,,,Point,2011-02-28,2011-03-20
2811,201120693,FWS-2011KSQURF2C1,FED,FWS-FMIS,FWS,USKSQUR,Quivira National Wildlife Refuge,KSQUR,QUIVIRA NATIONAL WILDLIFE REFUGE,,,F2C1,JORDAN SPRINGS,KS-KSX-000400,Jorden Springs,KS3812909834420110410,JORDENSPRINGS,,2011,99,1100,9.0,Miscellaneous,100,1800,5000.0,G,38.1361,-98.396,4.0,FWS,KS,,,,Point,2011-04-09,2011-04-10
