OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_INCIDENT_NUMBER,ICS_209_NAME,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,Shape
1741576,300080144,SFO-2014NMNMSF14-10500290X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMNMSF,New Mexico - State Forestry,,14-10500290X,,HWY 508,,,,,,2014,2456733.5,76,1600,2.0,Equipment Use,2456734.5,77.0,,6275.0,G,33.5414,-103.1492,8.0,PRIVATE,NM,Lea,025,Lea,b'\x00\x01\xad\x10\x00\x00\x08$(~\x8c\xc9Y\xc0\x00\x07_\x98L\xc5@@\x08$(~\x8c\xc9Y\xc0\x00\x07_\x98L\xc5@@|\x01\x00\x00\x00\x08$(~\x8c\xc9Y\xc0\x00\x07_\x98L\xc5@@\xfe'
1742071,300080856,SFO-2014FLFLS2014180105,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,2014180105,,CAMP 21 (06),366599,CAMP 21,,,,2014,2456774.5,117,1730,2.0,Equipment Use,2456779.5,122.0,1418,11000.0,G,26.3179,-80.7176,7.0,STATE,FL,Broward,011,Broward,b'\x00\x01\xad\x10\x00\x00\x00\xe7\x8c(\xed-T\xc0\x10f\xf7\xe4aQ:@\x00\xe7\x8c(\xed-T\xc0\x10f\xf7\xe4aQ:@|\x01\x00\x00\x00\x00\xe7\x8c(\xed-T\xc0\x10f\xf7\xe4aQ:@\xfe'
1742335,300081205,SFO-2014FLFLS2014180138,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service,,2014180138,,L 4 CUTOUT ( 50 ),426827,L 4 CUTOUT (50),FL2633508087320140522,L 4 CUTOUT,,2014,2456799.5,142,1445,2.0,Equipment Use,2456806.5,149.0,1051,10000.0,G,26.3346,-80.8734,7.0,STATE,FL,Palm Beach,099,Palm Beach,b'\x00\x01\xad\x10\x00\x00\xe0\x14\x1d\xc9\xe57T\xc0\xe0=yX\xa8U:@\xe0\x14\x1d\xc9\xe57T\xc0\xe0=yX\xa8U:@|\x01\x00\x00\x00\xe0\x14\x1d\xc9\xe57T\xc0\xe0=yX\xa8U:@\xfe'
1757040,300099485,SFO-2014TXTXS2243,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,2243,,MALONE FIRE,367911,MALONE,TX3023010155020140501,MALONE,,2014,2456774.5,117,2010,5.0,Debris Burning,2456781.5,124.0,1505,14987.0,G,30.23338333,-101.5422167,14.0,MISSING/NOT SPECIFIED,TX,Val Verde,465,Val Verde,b'\x00\x01\xad\x10\x00\x00\x14v\xac\xad\xb3bY\xc0 \xc8\x89\x02\xbf;>@\x14v\xac\xad\xb3bY\xc0 \xc8\x89\x02\xbf;>@|\x01\x00\x00\x00\x14v\xac\xad\xb3bY\xc0 \xc8\x89\x02\xbf;>@\xfe'
1775476,300124877,SFO-2014TXTXS2144,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,2144,,HIGGINS FIRE,307566,HIGGINS,TX3608010012020140320,HIGGINS,,2014,2456734.5,77,1625,9.0,Miscellaneous,2456736.5,79.0,1700,29611.0,G,36.0833,-100.1156333,14.0,MISSING/NOT SPECIFIED,TX,Lipscomb,295,Lipscomb,b'\x00\x01\xad\x10\x00\x00\x04u6\x89f\x07Y\xc0\xe8\xe0\x0b\x93\xa9\nB@\x04u6\x89f\x07Y\xc0\xe8\xe0\x0b\x93\xa9\nB@|\x01\x00\x00\x00\x04u6\x89f\x07Y\xc0\xe8\xe0\x0b\x93\xa9\nB@\xfe'
1776010,300126913,SFO-2014TXTXS2185,NONFED,ST-NASF,ST/C&L,USTXTXS,Texas A & M Forest Service,TXTXS,Texas Forest Service,,2185,,HIGGINS TWO FIRE,322761,HIGGINS 2,TX3610010008020140403,HIGGINS 2,,2014,2456746.5,89,1829,9.0,Miscellaneous,2456748.5,91.0,1730,5200.0,G,36.10066667,-100.0838333,14.0,MISSING/NOT SPECIFIED,TX,Lipscomb,295,Lipscomb,b'\x00\x01\xad\x10\x00\x004tX\x86]\x05Y\xc0H\xb9;\xa5\xe2\x0cB@4tX\x86]\x05Y\xc0H\xb9;\xa5\xe2\x0cB@|\x01\x00\x00\x004tX\x86]\x05Y\xc0H\xb9;\xa5\xe2\x0cB@\xfe'
1788948,300150314,ICS209_2014_385335,INTERAGCY,IA-ICS209,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS,Oklahoma Division of Forestry,,140006,,QUINLAN,385335,QUINLAN,,,,2014,2456781.5,124,1600,13.0,Missing/Undefined,,,,14100.0,G,36.4330556,-99.1122222,8.0,PRIVATE,OK,153,153,Woodward,b'\x00\x01\xad\x10\x00\x00\xa4\xb8\x05\xa6.\xc7X\xc0\xc8\xac\xab]n7B@\xa4\xb8\x05\xa6.\xc7X\xc0\xc8\xac\xab]n7B@|\x01\x00\x00\x00\xa4\xb8\x05\xa6.\xc7X\xc0\xc8\xac\xab]n7B@\xfe'
1788949,300150315,ICS209_2014_385994,INTERAGCY,IA-ICS209,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS,Oklahoma Division of Forestry,,140007,,WOODWARD,385994,WOODWARD,,,,2014,2456783.5,126,1600,13.0,Missing/Undefined,,,,13072.0,G,36.4866667,-99.5055556,8.0,PRIVATE,OK,153,153,Woodward,"b'\x00\x01\xad\x10\x00\x00\xd0\x13\xe0\x05[\xe0X\xc0\xb8F,\x18K>B@\xd0\x13\xe0\x05[\xe0X\xc0\xb8F,\x18K>B@|\x01\x00\x00\x00\xd0\x13\xe0\x05[\xe0X\xc0\xb8F,\x18K>B@\xfe'"
1788950,300150324,ICS209_2014_400503,INTERAGCY,IA-ICS209,DOD,USCAMCP,Camp Pendleton Marine Corps Base,CAMCP,Camp Pendleton Marine Corps Base,,001554,,TOMAHAWK,400503,TOMAHAWK,CA3335311728520140514,TOMAHAWK,BASILONE COMPLEX,2014,2456791.5,134,1145,13.0,Missing/Undefined,,,,5367.0,G,33.3830556,-117.2636111,14.0,MISSING/NOT SPECIFIED,CA,073,073,San Diego,b'\x00\x01\xad\x10\x00\x004W\x17\x01\xdfP]\xc0`FE\xf7\x07\xb1@@4W\x17\x01\xdfP]\xc0`FE\xf7\x07\xb1@@|\x01\x00\x00\x004W\x17\x01\xdfP]\xc0`FE\xf7\x07\xb1@@\xfe'
1788952,300150329,ICS209_2014_405786,INTERAGCY,IA-ICS209,DOD,USCAMCP,Camp Pendleton Marine Corps Base,CAMCP,Camp Pendleton Marine Corps Base,,001352,,PULGAS,405786,PULGAS,CA3329911746620140515,PULGAS,BASILONE COMPLEX,2014,2456792.5,135,1600,13.0,Missing/Undefined,,,,14416.0,G,33.5719444,-117.0772222,14.0,MISSING/NOT SPECIFIED,CA,065,065,Riverside,b'\x00\x01\xad\x10\x00\x00\x9c\xe1a5\xf1D]\xc0\xb8\x90^y5\xc9@@\x9c\xe1a5\xf1D]\xc0\xb8\x90^y5\xc9@@|\x01\x00\x00\x00\x9c\xe1a5\xf1D]\xc0\xb8\x90^y5\xc9@@\xfe'
1788963,300150424,ICS209_2014_325547,INTERAGCY,IA-ICS209,ST/C&L,USOKOKS,Oklahoma Division of Forestry,OKOKS,Oklahoma Division of Forestry,,400004,,CAMARGO,325547,CAMARGO,OK3598009917020140403,CAMARGO,,2014,2456747.5,90,1400,13.0,Missing/Undefined,,,,6530.0,G,35.9805556,-99.175,8.0,PRIVATE,OK,043,043,Dewey,b'\x00\x01\xad\x10\x00\x0003333\xcbX\xc0x\xf4\x8c\xd8\x82\xfdA@03333\xcbX\xc0x\xf4\x8c\xd8\x82\xfdA@|\x01\x00\x00\x0003333\xcbX\xc0x\xf4\x8c\xd8\x82\xfdA@\xfe'
1788986,300152970,ICS209_2014_794268,INTERAGCY,IA-ICS209,ST/C&L,USID6BX,Boise County,ID6BX,Boise County,,000821,JBJ1,TIMBER BUTTE,794268,TIMBER BUTTE,ID4403611624020140810,TIMBER BUTTE,,2014,2456878.5,221,1927,13.0,Missing/Undefined,,,,6796.0,G,44.0363,-116.2397,12.0,MUNICIPAL/LOCAL,ID,015,015,Boise,b'\x00\x01\xad\x10\x00\x00x6\xab>W\x0f]\xc0(lxz\xa5\x04F@x6\xab>W\x0f]\xc0(lxz\xa5\x04F@|\x01\x00\x00\x00x6\xab>W\x0f]\xc0(lxz\xa5\x04F@\xfe'
1788991,300155112,ICS209_2014_634652,INTERAGCY,IA-ICS209,BLM,USORBUD,Burns District,ORBUD,Burns District,,004114,H8CG,TWIN RESERVIOR,634652,TWIN RESERVIOR,,,BUZZARD COMPLEX,2014,2456852.5,195,1047,1.0,Lightning,,,,10355.0,G,43.3144444,-118.3669444,1.0,BLM,OR,025,025,Harney,b'\x00\x01\xad\x10\x00\x00\xd0\\]\x04|\x97]\xc0\x904\xcf\xb6?\xa8E@\xd0\\]\x04|\x97]\xc0\x904\xcf\xb6?\xa8E@|\x01\x00\x00\x00\xd0\\]\x04|\x97]\xc0\x904\xcf\xb6?\xa8E@\xfe'
1789007,300156672,ICS209_2014_983669,INTERAGCY,IA-ICS209,FS,USCAENF,Eldorado National Forest,CAENF,Eldorado National Forest,,023461,JEE9,KING,983669,KING,CA3878212060420140913,KING,,2014,2456913.5,256,1837,13.0,Missing/Undefined,,,,97717.0,G,38.7925,-120.6022222,5.0,USFS,CA,017,017,El Dorado,b'\x00\x01\xad\x10\x00\x004{\xfb\xce\x8a&^\xc0H\n\xd7\xa3peC@4{\xfb\xce\x8a&^\xc0H\n\xd7\xa3peC@|\x01\x00\x00\x004{\xfb\xce\x8a&^\xc0H\n\xd7\xa3peC@\xfe'
1789008,300156782,ICS209_2014_1127349,INTERAGCY,IA-ICS209,ST/C&L,USWAWFS,Washington State Fire Marshal's Office,WAWFS,Washington State Fire MarshalÆs Office,,2014003,,MONUMENTAL,1127349,MONUMENTAL,,,,2014,2456903.5,246,1100,13.0,Missing/Undefined,,,,11375.0,G,46.5458333,-118.5033333,7.0,STATE,WA,071,071,Walla Walla,b'\x00\x01\xad\x10\x00\x004\x9f\xdf\x9c6\xa0]\xc0\xb0H\x96\xdd\xddEG@4\x9f\xdf\x9c6\xa0]\xc0\xb0H\x96\xdd\xddEG@|\x01\x00\x00\x004\x9f\xdf\x9c6\xa0]\xc0\xb0H\x96\xdd\xddEG@\xfe'
1789013,300200262,FS-6341435,FED,FS-FIRESTAT,FS,USMTBDF,Beaverhead/Deerlodge National Forest,0102,Beaverhead/Deerlodge National Forest,058,3/4,J2E3,BEAR LAKE,2858198,Bear Lake,MT4551511324520150821,BEAR LAKE,,2015,2457254.5,232,2124,1.0,Lightning,,,,6313.0,G,45.51527778,-113.24527778,5.0,USFS,MT,001,001,Beaverhead,b'\x00\x01\xad\x10\x00\x00D\xe2\x92\xa1\xb2O\\\xc0X\xbaN\x9f\xf4\xc1F@D\xe2\x92\xa1\xb2O\\\xc0X\xbaN\x9f\xf4\xc1F@|\x01\x00\x00\x00D\xe2\x92\xa1\xb2O\\\xc0X\xbaN\x9f\xf4\xc1F@\xfe'
1789244,300200497,FS-6357988,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,145,4054,J156,CHICADEE,2898899,Chicadee,ID4699011573620150813,CHICADEE,SNOW PEAK COMPLEX,2015,2457246.5,224,1500,1.0,Lightning,,,,7403.0,G,46.98972222,-115.73638889,5.0,USFS,ID,079,079,Shoshone,b'\x00\x01\xad\x10\x00\x00\x00\xec\xdd\xfe \xef\\\xc0(\x83\xbb7\xaf~G@\x00\xec\xdd\xfe \xef\\\xc0(\x83\xbb7\xaf~G@|\x01\x00\x00\x00\x00\xec\xdd\xfe \xef\\\xc0(\x83\xbb7\xaf~G@\xfe'
1789279,300200532,FS-6352416,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,135,1031,EKS5,SOUTH BOBTAIL,2940430,South Bobtail,ID4770811586620150813,SOUTH BOBTAIL,GRIZZLY COMPLEX,2015,2457247.5,225,1642,1.0,Lightning,2457332.5,310.0,1900,7503.0,G,47.70777778,-115.86638889,5.0,USFS,ID,079,079,Shoshone,b'\x00\x01\xad\x10\x00\x00\xb8\nc\xear\xf7\\\xc0\xc8\xf7Xv\x98\xdaG@\xb8\nc\xear\xf7\\\xc0\xc8\xf7Xv\x98\xdaG@|\x01\x00\x00\x00\xb8\nc\xear\xf7\\\xc0\xc8\xf7Xv\x98\xdaG@\xfe'
1789281,300200534,FS-6352405,FED,FS-FIRESTAT,FS,USIDIPF,Idaho Panhandle National Forest,0104,Idaho Panhandle National Forest,116,1020,J114,LOWER FLAT,2862494,Lower Flat,ID4779711617020150812,LOWER FLAT,GRIZZLY COMPLEX,2015,2457246.5,224,1255,1.0,Lightning,2457332.5,310.0,1900,7700.0,G,47.79611111,-116.16972222,5.0,USFS,ID,079,079,Shoshone,b'\x00\x01\xad\x10\x00\x00|\x13\x96\xba\xdc\n]\xc0X\xb7\x06\xf8\xe6\xe5G@|\x13\x96\xba\xdc\n]\xc0X\xb7\x06\xf8\xe6\xe5G@|\x01\x00\x00\x00|\x13\x96\xba\xdc\n]\xc0X\xb7\x06\xf8\xe6\xe5G@\xfe'
1789358,300200611,FS-6341060,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,055,0534,J2HR,TRAIL CREEK,2923340,Trail Creek,MT4794711342920150812,TRAIL CREEK,,2015,2457246.5,224,1242,1.0,Lightning,2457329.5,307.0,1100,20717.0,G,47.94694444,-113.42944444,5.0,USFS,MT,029,029,Flathead,b'\x00\x01\xad\x10\x00\x00\xecO\x88\x04|[\\\xc0\xf0v\xb4y5\xf9G@\xecO\x88\x04|[\\\xc0\xf0v\xb4y5\xf9G@|\x01\x00\x00\x00\xecO\x88\x04|[\\\xc0\xf0v\xb4y5\xf9G@\xfe'
1789359,300200612,FS-6341079,FED,FS-FIRESTAT,FS,USMTFNF,Flathead National Forest,0110,Flathead National Forest,059,0541,J1G3,BEAR CREEK,2862923,Bear Creek,MT4784711358920150812,BEAR CREEK,,2015,2457246.5,224,1435,1.0,Lightning,2457329.5,307.0,1100,69435.0,G,47.84722222,-113.58916667,5.0,USFS,MT,029,029,Flathead,b'\x00\x01\xad\x10\x00\x00\xc0\xe2\x1e\xe8\xb4e\\\xc0 \xac\x17\xc7q\xecG@\xc0\xe2\x1e\xe8\xb4e\\\xc0 \xac\x17\xc7q\xecG@|\x01\x00\x00\x00\xc0\xe2\x1e\xe8\xb4e\\\xc0 \xac\x17\xc7q\xecG@\xfe'
1789387,300200641,FS-6358702,FED,FS-FIRESTAT,FS,USMTKNF,Kootenai National Forest,0114,Kootenai National Forest,091,019,J1YD,MARSTON,2919082,Marston,MT4875011481620150811,MARSTON,NORTHEAST KOOTENAI COMPLEX,2015,2457245.5,223,0832,1.0,Lightning,2457332.5,310.0,1200,7000.0,G,48.75,-114.81638889,5.0,USFS,MT,053,053,Lincoln,b'\x00\x01\xad\x10\x00\x00\x88\xd7/\xb7?\xb4\\\xc0\x08\x00\x00\x00\x00`H@\x88\xd7/\xb7?\xb4\\\xc0\x08\x00\x00\x00\x00`H@|\x01\x00\x00\x00\x88\xd7/\xb7?\xb4\\\xc0\x08\x00\x00\x00\x00`H@\xfe'
1789460,300200714,FS-6351767,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nez Perce - Clearwater National Forests,164,,J1TJ,SPONGE,2867780,Sponge,ID4638111506920150811,SPONGE,LOCHSA SOUTH COMPLEX,2015,2457245.5,223,1625,1.0,Lightning,,,,5100.0,G,46.38111111,-115.06888889,5.0,USFS,ID,049,049,Idaho,b'\x00\x01\xad\x10\x00\x00\xe4f\xf2\xach\xc4\\\xc0\xd8\xcb\xb4?\xc80G@\xe4f\xf2\xach\xc4\\\xc0\xd8\xcb\xb4?\xc80G@|\x01\x00\x00\x00\xe4f\xf2\xach\xc4\\\xc0\xd8\xcb\xb4?\xc80G@\xfe'
1789463,300200717,FS-6337883,FED,FS-FIRESTAT,FS,USIDNCF,Nez Perce - Clearwater National Forests,0117,Nez Perce - Clearwater National Forests,084,,J1TP,ARMY MULE,2898972,Army Mule,ID4634611483620150805,ARMY MULE,WILDERNESS COMPLEX,2015,2457238.5,216,1900,1.0,Lightning,,,,6800.0,G,46.34583333,-114.83611111,5.0,USFS,ID,049,049,Idaho,"b'\x00\x01\xad\x10\x00\x00lQ,\xd8\x82\xb5\\\xc0\xc8\x1b=DD,G@lQ,\xd8\x82\xb5\\\xc0\xc8\x1b=DD,G@|\x01\x00\x00\x00lQ,\xd8\x82\xb5\\\xc0\xc8\x1b=DD,G@\xfe'"
1789763,300201023,FS-6318280,FED,FS-FIRESTAT,FS,USNMCIF,Cibola National Forest,0303,Cibola National Forest,018,02,JS9B,RED CANYON FIRE,2738932,Red Canyon,NM3375610745620150615,RED CANYON,,2015,2457188.5,166,1200,1.0,Lightning,2457268.5,246.0,1600,17843.0,G,33.75611111,-107.45555556,5.0,USFS,NM,053,053,Socorro,"b""\x00\x01\xad\x10\x00\x00\x80\xed\x81\xd2'\xddZ\xc0\xd8\xcb\xb4?\xc8\xe0@@\x80\xed\x81\xd2'\xddZ\xc0\xd8\xcb\xb4?\xc8\xe0@@|\x01\x00\x00\x00\x80\xed\x81\xd2'\xddZ\xc0\xd8\xcb\xb4?\xc8\xe0@@\xfe"""
1789865,300201125,FS-6320535,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,022,01/03,JS2S,HOG,2851264,HOG,AZ3150310908920150617,HOG,,2015,2457190.5,168,0900,1.0,Lightning,,,,8221.0,G,31.5025,-109.07472222,5.0,USFS,AZ,003,003,Cochise,b'\x00\x01\xad\x10\x00\x00\xcc\xcb\xb4?\xc8D[\xc0\x80=\n\xd7\xa3\x80?@\xcc\xcb\xb4?\xc8D[\xc0\x80=\n\xd7\xa3\x80?@|\x01\x00\x00\x00\xcc\xcb\xb4?\xc8D[\xc0\x80=\n\xd7\xa3\x80?@\xfe'
1789866,300201126,FS-6320514,FED,FS-FIRESTAT,FS,USAZCNF,Coronado National Forest,0305,Coronado National Forest,020,01/02,JRL8,GUADALUPE,2828221,GUADALUPE,NM3146610903420150602,GUADALUPE,,2015,2457175.5,153,1300,1.0,Lightning,,,,5974.0,G,31.42305556,-109.05472222,5.0,USFS,NM,,,,b'\x00\x01\xad\x10\x00\x00\xecP\xa0\x91\x80C[\xc0`\x97\x82^Ml?@\xecP\xa0\x91\x80C[\xc0`\x97\x82^Ml?@|\x01\x00\x00\x00\xecP\xa0\x91\x80C[\xc0`\x97\x82^Ml?@\xfe'
1790002,300201263,FS-6352292,FED,FS-FIRESTAT,FS,USAZKNF,Kaibab National Forest,0307,Kaibab National Forest,036,015,JX4C,SPRINGS,2770087,SPRINGS,AZ3511111215420150702,SPRINGS,,2015,2457205.5,183,0926,1.0,Lightning,,,,7111.0,G,35.11055556,-112.15361111,5.0,USFS,AZ,005,005,Coconino,b'\x00\x01\xad\x10\x00\x00$p\xb1\xc3\xd4\t\\\xc0\xb0KA\xaf&\x8eA@$p\xb1\xc3\xd4\t\\\xc0\xb0KA\xaf&\x8eA@|\x01\x00\x00\x00$p\xb1\xc3\xd4\t\\\xc0\xb0KA\xaf&\x8eA@\xfe'
1790317,300201581,FS-6356803,FED,FS-FIRESTAT,FS,USIDSCF,Salmon-Challis National Forest,0413,Salmon-Challis National Forest,025,301,J2MF,ELEVENMILE,2940729,Elevenmile,ID4445011456920150824,ELEVENMILE,,2015,2457258.5,236,1500,1.0,Lightning,,,,10500.0,G,44.45,-114.56888889,5.0,USFS,ID,037,037,Custer,b'\x00\x01\xad\x10\x00\x00\xe4f\xf2\xach\xa4\\\xc0\xa0\x99\x99\x99\x999F@\xe4f\xf2\xach\xa4\\\xc0\xa0\x99\x99\x99\x999F@|\x01\x00\x00\x00\xe4f\xf2\xach\xa4\\\xc0\xa0\x99\x99\x99\x999F@\xfe'
1790724,300201991,FS-6350714,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,066,014,J0PQ,BEAR,2779202,BEAR,CA4180012381520150801,BEAR,GASQUET COMPLEX,2015,2457234.5,212,2247,1.0,Lightning,,,,11619.0,G,41.81527778,-123.74833333,5.0,USFS,CA,015,015,Del Norte,b'\x00\x01\xad\x10\x00\x00\xd4\xb6z\xb1\xe4\xef^\xc0\xb8 \xb5\x05[\xe8D@\xd4\xb6z\xb1\xe4\xef^\xc0\xb8 \xb5\x05[\xe8D@|\x01\x00\x00\x00\xd4\xb6z\xb1\xe4\xef^\xc0\xb8 \xb5\x05[\xe8D@\xfe'
1790728,300201995,FS-6350657,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,076,022,J0PQ,COON,2760397,COON,CA4176412395720150801,COON,GASQUET COMPLEX,2015,2457235.5,213,0353,1.0,Lightning,,,,5679.0,G,41.76361111,-123.96222222,5.0,USFS,CA,015,015,Del Norte,b'\x00\x01\xad\x10\x00\x00\x98\x98\x81\x0c\x95\xfd^\xc0\x00(D\x02\xbe\xe1D@\x98\x98\x81\x0c\x95\xfd^\xc0\x00(D\x02\xbe\xe1D@|\x01\x00\x00\x00\x98\x98\x81\x0c\x95\xfd^\xc0\x00(D\x02\xbe\xe1D@\xfe'
1790731,300201998,FS-6350498,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,082,013,J0PQ,PEAK,2758558,PEAK,CA4155612377620150802,PEAK,GASQUET COMPLEX,2015,2457236.5,214,1222,1.0,Lightning,2457326.5,304.0,2000,12166.0,G,41.55583333,-123.77583333,5.0,USFS,CA,015,015,Del Norte,b'\x00\x01\xad\x10\x00\x00\xc8\xdf\xd6@\xa7\xf1^\xc0@0\xeb\x8b%\xc7D@\xc8\xdf\xd6@\xa7\xf1^\xc0@0\xeb\x8b%\xc7D@|\x01\x00\x00\x00\xc8\xdf\xd6@\xa7\xf1^\xc0@0\xeb\x8b%\xc7D@\xfe'
1790736,300202003,FS-6350784,FED,FS-FIRESTAT,FS,USCASRF,Six Rivers National Forest,0510,Six Rivers National Forest,046,010,EK11,GROVES,2777863,GROVES,CA4091312343720150731,RIVER COMPLEX,RIVER COMPLEX,2015,2457233.5,211,2122,1.0,Lightning,2457325.5,303.0,1000,6797.8,G,40.95694444,-123.45333333,5.0,USFS,CA,023,023,Humboldt,"b""\x00\x01\xad\x10\x00\x00X\xa2\xcci\x03\xdd^\xc0\xd0\xf1\xc8'}zD@X\xa2\xcci\x03\xdd^\xc0\xd0\xf1\xc8'}zD@|\x01\x00\x00\x00X\xa2\xcci\x03\xdd^\xc0\xd0\xf1\xc8'}zD@\xfe"""
1790882,300202156,FS-6699990,FED,FS-FIRESTAT,FS,USCASQF,Sequoia National Forest,0513,Sequoia National Forest,044,16,EK14,CABIN,2742081,CABIN,CA3624611854720150719,CABIN,,2015,2457222.5,200,1300,1.0,Lightning,2457349.5,327.0,1600,6960.0,G,36.23527778,-118.53555556,5.0,USFS,CA,107,107,Tulare,b'\x00\x01\xad\x10\x00\x00\x04\xd9\xd3\x8aF\xa2]\xc0\xb0I\x11\x95\x1d\x1eB@\x04\xd9\xd3\x8aF\xa2]\xc0\xb0I\x11\x95\x1d\x1eB@|\x01\x00\x00\x00\x04\xd9\xd3\x8aF\xa2]\xc0\xb0I\x11\x95\x1d\x1eB@\xfe'
1791444,300202724,FS-6704501,FED,FS-FIRESTAT,FS,USWAGPF,Gifford Pinchot National Forest,0603,Gifford Pinchot National Forest,039,MTA-319,J1AZ,COUGAR CREEK,2860062,COUGAR CREEK,WA4613412137420150811,COUGAR CREEK,,2015,2457244.5,222,2330,1.0,Lightning,2457312.5,290.0,2000,53523.0,G,46.1425,-121.3725,2.0,BIA,WA,039,039,Klickitat,b'\x00\x01\xad\x10\x00\x00\xa0p=\n\xd7W^\xc0\x10\xd7\xa3p=\x12G@\xa0p=\n\xd7W^\xc0\x10\xd7\xa3p=\x12G@|\x01\x00\x00\x00\xa0p=\n\xd7W^\xc0\x10\xd7\xa3p=\x12G@\xfe'
1791781,300203066,FS-6360515,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0610,Rogue River-Siskiyou National Forest,085,787,J0SB,NATIONAL,2760668,National,OR4303812227820150801,NATIONAL CREEK COMPLEX,NATIONAL CREEK COMPLEX,2015,2457235.5,213,2122,1.0,Lightning,,,,8886.0,G,43.03888889,-122.27888889,5.0,USFS,OR,035,035,Klamath,b'\x00\x01\xad\x10\x00\x00 q\xc9P\xd9\x91^\xc00]\xa7O\xfa\x84E@ q\xc9P\xd9\x91^\xc00]\xa7O\xfa\x84E@|\x01\x00\x00\x00 q\xc9P\xd9\x91^\xc00]\xa7O\xfa\x84E@\xfe'
1791783,300203068,FS-6353061,FED,FS-FIRESTAT,FS,USORRSF,Rogue River-Siskiyou National Forest,0610,Rogue River-Siskiyou National Forest,015,382,JR9R,BUCKSKIN,2827429,Buckskin,OR4210312387320150611,BUCKSKIN,,2015,2457184.5,162,1218,1.0,Lightning,,,,5345.0,G,42.10277778,-123.87277778,5.0,USFS,OR,033,033,Josephine,"b""\x00\x01\xad\x10\x00\x00\xa0qU\x97\xdb\xf7^\xc0\x88\xed\x81\xd2'\rE@\xa0qU\x97\xdb\xf7^\xc0\x88\xed\x81\xd2'\rE@|\x01\x00\x00\x00\xa0qU\x97\xdb\xf7^\xc0\x88\xed\x81\xd2'\rE@\xfe"""
1791865,300203151,FS-6340863,FED,FS-FIRESTAT,FS,USORUMF,Umatilla National Forest,0614,Umatilla National Forest,085,945,J1RJ,BUTTE CREEK,2875079,Butte Creek,WA4606911776320150814,BUTTE CREEK,GRIZZLY BEAR COMPLEX,2015,2457247.5,225,1700,1.0,Lightning,,,,80212.0,G,46.06861111,-117.76277778,5.0,USFS,WA,003,003,Asotin,b'\x00\x01\xad\x10\x00\x00\xc8\xcd\xe4Y\xd1p]\xc0\xd8\xcb\xb4?\xc8\x08G@\xc8\xcd\xe4Y\xd1p]\xc0\xd8\xcb\xb4?\xc8\x08G@|\x01\x00\x00\x00\xc8\xcd\xe4Y\xd1p]\xc0\xd8\xcb\xb4?\xc8\x08G@\xfe'
